Key,Burmese
Thesaurus created successfully.,အဓိပ္ပာယ်တူစာရင်းကို အောင်မြင်စွာ ဖန်တီးပြီးပါပြီ။
Thesaurus name,အဓိပ္ပာယ်တူစာရင်းအမည်
Thesaurus name already exists,အဓိပ္ပာယ်တူစာရင်းအမည်သည် ယခင်က ရှိပြီးသားဖြစ်သည်။
Thesaurus saved,ဝေါဟာရပဒေသာကျမ်း သိမ်းပြီး
This action may take some time while we add the extra language to the entire collection.,စုစည်းမှုတစ်ခုလုံးတွင် ထပ်ထည့်မည့် ဘာသာစကားများကြောင့် ဤလုပ်ငန်းစဉ်သည် အချိန်အနည်းငယ် ကြာနိုင်ပါသည်။
This area allows you to append custom Javascript to the page. This opens up a new universe of possibilities.,ဤဧရိယာသည် သင့်အား စာမျက်နှာသို့ စိတ်ကြိုက် Javascript ကို တွဲချိတ်ခွင့်ပြုသည်။ ၎င်းသည် ဖြစ်နိုင်ခြေအသစ်များစွာကို ပေါ်ပေါက်လာစေသည်။
This chart type cannot display the current data.,ဤဂရပ်ဇယားအမျိုးအစားသည် လက်ရှိဒေတာကို မပြသနိုင်ပါ။
"This chart type cannot display the current data. Pick a supported type in the Chart
              tab.",ဤဂရပ်ဇယားအမျိုးအစားသည် လက်ရှိဒေတာကို မပြသနိုင်ပါ။ Chart တက်ဘ်တွင် ထောက်ပံ့ထားသည့် အမျိုးအစားတစ်ခုကို ရွေးပါ။
"This chart type has no extra options. Select another chart type above if you need
            legend, labels, or data filters.",ဤဂရပ်ဇယားအမျိုးအစားတွင် ထပ်ဆောင်းရွေးချယ်စရာများ မရှိပါ။ အကယ်၍ အဓိပ္ပာယ်ဖော်ပြချက်၊ အမှတ်အသားများ သို့မဟုတ် ဒေတာ စစ်ထုတ်စနစ်များ လိုအပ်ပါက အထက်တွင် အခြားဂရပ်ဇယားအမျိုးအစားကို ရွေးချယ်ပါ။
This content is automatically generated,ဤအကြောင်းအရာကို အလိုအလျောက် ထုတ်လုပ်ထားသည်
This data visualization name already exists. Enter a unique name.,ဒီ ဒေတာမြင်ကွင်းအမည်သည် ရှိပြီးသားဖြစ်ပါသည်။ ထူးခြားသော အမည်တစ်ခု ထည့်ပါ။
"This entity has no document, you probably want to see the metadata",ဤဖြည့်သွင်းချက်တွင် စာရွက်စာတမ်းမရှိပါ၊ မီတာဒေတာကို သင်ကြည့်လိုက ကြည့်နိုင်သည်
This entity is restricted from public view.,ဤဖြည့်သွင်းချက်ကို အများမမြင်နိုင်အောင် ကန့်သတ်ထားသည်။
This field is required,ဤကွက်ကိုဖြည့်ရန်လိုအပ်ပါသည်။
This file could not be displayed. Try refreshing the page.,ဤဖိုင်ကို မပြသနိုင်ပါ။ စာမျက်နှာကို ပြန်လည်အသစ်တင်ကြည့်ပါ။
This file could not be opened. It may be corrupted or not a valid PDF.,ဤဖိုင်ကို ဖွင့်၍ မရပါ။ ဖျက်စီးသွားခြင်း သို့မဟုတ် တရားဝင် PDF မဟုတ်ခြင်း ဖြစ်နိုင်ပါသည်။
"This file is currently unavailable. Please contact your administrator if the issue
                  persists.",ဤဖိုင်ကို လောလောဆယ် မရရှိနိုင်ပါ။ ပြဿနာ ဆက်လက်ဖြစ်ပေါ်ပါက သင့်အုပ်ချုပ်သူထံ ဆက်သွယ်ပါ။
"This file is currently unavailable. Please contact your administrator if the issue
              persists.",ဤဖိုင်ကို လက်ရှိတွင် မရရှိနိုင်ပါ။ ပြဿနာ ဆက်လက်ဖြစ်နေပါက သင့်အုပ်ချုပ်သူထံ ဆက်သွယ်ပါ။
This file type is not supported on media fields,ဒီ ဖိုင်အမျိုးအစားကို မီဒီယာကွင်းများတွင် မထောက်ပံ့ပါ။
This group is empty,ဤအုပ်စုတွင် ဘာမျှ မရှိပါ။
This import is waiting in queue.,ဤတင်သွင်းမှုသည် စောင့်ဆိုင်းနေပါသည်။
This label already exists in this template,ဤပုံစံတွင် ဤအမှတ်တံဆိပ်သည် ရှိပြီးသားဖြစ်သည်။
This page does not need Markdown,ဤစာမျက်နှာတွင် Markdown မလိုအပ်ပါ။
"This page uses HTML only (Markdown is not processed). You can embed maps, charts, entity
          lists, and other components.",ဤစာမျက်နှာတွင် HTML ကိုသာ အသုံးပြုထားသည် (Markdown ကို မပြောင်းလဲဆောင်ရွက်ပါ)။ သင်သည် မြေပုံများ၊ ဂရပ်ဇယားများ၊ အဖွဲ့အစည်းစာရင်းများနှင့် အခြားအစိတ်အပိုင်းများကို ထည့်သွင်းနိုင်ပါသည်။
This property can not be deleted,ဤပိုင်ဆိုင်မှုကို ဖျက်၍ မရပါ။
This property will appear in the library cards as part of the basic info.,ဤထူးခြားချက်သည် အခြေခံအချက်အလက်၏ တစ်စိတ်တစ်ပိုင်းအဖြစ် စာကြည့်တိုက်ကတ်များတွင် ပေါ်လာပါမည်။
This property will be shown using all the width available.,ဤထူးခြားချက်ကို ရရှိနိုင်သော အကျယ်အားလုံးသုံးပြီး ပြသပါမည်။
This property will be shown without the label,ဤပိုင်ဆိုင်မှုကို တံဆိပ်မပါဘဲ ပြသမည်။
This property will be the default filter in the library for this template.,ဤပိုင်ဆိုင်မှုသည် ဤပုံစံအတွက် စာကြည့်တိုက်တွင် မူလစစ်ထုတ်အဖြစ် သတ်မှတ်ထားမည်။
"This property will be used for filtering the library results. When properties match in equal name and field type with other entity types, they will be combined for filtering.",ဤဂုဏ်သတ္တိကို စာကြည့်တိုက်ရလဒ်များကို စစ်ထုတ်ရန် အသုံးပြုမည်။ ဂုဏ်သတ္တိများသည် အမည်နှင့် ကွင်းအမျိုးအစားအရ အခြားအဖွဲ့အစည်းအမျိုးအစားများနှင့် ကိုက်ညီပါက၊ စစ်ထုတ်မှုအတွက် ပေါင်းစပ်အသုံးပြုမည်။
This search could not be completed. Try again later.,ဤရှာဖွေမှုကို ပြီးမြောက်၍ မရနိုင်ပါ။ နောက်မှ ထပ်မံကြိုးစားပါ။
"This site uses cookies for language preferences and analytics. Session cookies are only
            set when you log in.",ဤဆိုဒ်တွင် ဘာသာစကားရွေးချယ်မှုနှင့် ခွဲခြမ်းစိတ်ဖြာမှုအတွက် ကွတ်ကီးများကို အသုံးပြုသည်။ Session ကွတ်ကီးများကို သင်ဝင်ရောက်သည့်အခါမှသာ သတ်မှတ်သည်။
This table of contents was automatically created by the system.,ဤ အကြောင်းအရာစာရင်းကို စနစ်မှ အလိုအလျောက် ဖန်တီးထားသည်။
this template,ဤပုံစံ
This template is in use by existing entities and cannot be deleted.,ဤပုံစံကို လက်ရှိ အဖွဲ့အစည်းများက အသုံးပြုနေပြီး ဖျက်၍ မရပါ။
Thumbnail,သေးငယ်သောပုံ
Time,အချိန်
Time (UTC),အချိန် (UTC)
Timeline,အချိန်ကြောင်း
Timelinks,အချိန်လင့်ခ်များ
Timestamp,အချိန်တံဆိပ်
tips,အကြံပြုချက်များ
Title,ခေါင်းစဉ်
To,သို့
"To complete the account creation process, please create a password for your account",အကောင့်ဖန်တီးခြင်း လုပ်ငန်းစဉ် ပြီးမြောက်စေရန် ကျေးဇူးပြု၍ သင့်အကောင့်အတွက် စကားဝှက် ဖန်တီးပါ
to view your authentication code and verify your identity.,သင်၏ စစ်မှန်ကြောင်း အတည်ပြုကုဒ်ကို ကြည့်ရန်နှင့် သင့်ကိုယ်ပိုင်သင်္ကေတကို မှန်ကန်ကြောင်း စစ်ဆေးရန်။
Today,ယနေ့
Toggle relationship details,ဆက်နွယ်မှုအသေးစိတ် ဖွင့်/ပိတ်
Toggle timeline mode,အချိန်ကြောင်း မုဒ်ကို ပြောင်းလဲ
Tools,ကိရိယာများ
total entities,စုစုပေါင်း အဖွဲ့အစည်းများ
Total files,စုစုပေါင်း ဖိုင်များ
total files,စုစုပေါင်း ဖိုင်များ
"Total files from main documents, supporting files and uploads",အဓိက စာရွက်စာတမ်းများ၊ ထောက်ခံဖိုင်များနှင့် တင်သွင်းထားသော ဖိုင်များ၏ စုစုပေါင်း
Total imports,စုစုပေါင်း တင်သွင်းမှုများ
total users,စုစုပေါင်းအသုံးပြုသူများ
Train,လေ့ကျင့်ရန်
Train model,မော်ဒယ်လေ့ကျင့်ခြင်း
Train model description,စက်သင်ယူမော်ဒယ်များကို လေ့ကျင့်ခြင်းသည် အမှတ်အသားပြုထားသော ဒေတာပမာဏနှင့် တာဝန်ခက်ခဲမှုပေါ်မူတည်၍ မိနစ်အနည်းငယ်မှ နာရီနှစ်နာရီခန့်အထိ ကြာမြင့်နိုင်သည်။
Training,လေ့ကျင့်ရေး
Training model,လေ့ကျင့်မော်ဒယ်
Training sample,လေ့ကျင့်မှုနမူနာ
Translate,ဘာသာပြန်ရန်
Translating,Translating
Translation,ဘာသာပြန်ဆိုခြင်း
Translations,ဘာသာပြန်ဆိုချက်များ
Translations imported.,ဘာသာပြန်ချက်များ တင်သွင်းပြီးပါပြီ။
Translations reset successfully,ဘာသာပြန်ချက်များကို အောင်မြင်စွာ ပြန်လည်သတ်မှတ်ပြီးပါပြီ။
Translations saved,ဘာသာပြန်ဆိုချက်များ သိမ်းပြီး
Try a different search or clear filters.,ရှာဖွေမှုကို အခြားတစ်ခုဖြင့် ကြိုးစားပါ သို့မဟုတ် စစ်ထုတ်ကိရိယာများကို ဖျက်ပါ။
Turn off inline translation,အတွင်းတန်းဘာသာပြန်ဆိုမှုကို ပိတ်ပါ။
"Two categorical dimensions enable stacked bar charts (e.g. country with sex
              breakdown).",အမျိုးအစားနှစ်မျိုးသည် တစ်ထပ်တည်းထားသော ဘားဂရပ်ဇယားများ (ဥပမာ နိုင်ငံအလိုက် ကျားမ ခွဲခြားပြထားခြင်း) ကို ဖန်တီးနိုင်စေသည်။
Two-Factor Authentication,နှစ်ဆအတည်ပြုခြင်း
Two-factor authentication enabled,နှစ်ဆအတည်ပြုခြင်း ဖွင့်ထားသည်
Two-factor authentication failed.,နှစ်ဆအတည်ပြုခြင်း မအောင်မြင်ပါ။
Two-factor authentication secret,နှစ်ဆအတည်ပြုခြင်း လျှို့ဝှက်ချက်
Two-factor verification failed,နှစ်ဆင့်ခံ မှန်ကန်ကြောင်းစစ်ဆေးမှု မအောင်မြင်ပါ
Two-step verification,နှစ်ဆင့်ခံ မှန်ကန်ကြောင်းစစ်ဆေးမှု
Two-step verification token required,နှစ်ဆအတည်ပြုကုဒ်လိုအပ်ပါသည်။
Type,အမျိုးအစား
U,ယူ
"Unable to save, failed response",သိမ်းဆည်း၍ မရ၊ တုံ့ပြန်မှု မအောင်မြင်
Unauthorized,ခွင့်ပြုချက် မရှိပါ
Unexpected error,မမျှော်လင့်ထားသော အမှား
Uninstall,ဖျက်ပစ်
Uninstall language,ဘာသာစကား ဖျက်ခြင်း
Uninstalling language,ဘာသာစကား ဖျက်ခြင်း
Unknown entity,မသိသော အဖွဲ့အစည်း
Unknown template,မသိသော ပုံစံ
Unlink,ချိတ်ဆက်မှု ဖျက်ရန်
Unlock account,အကောင့်ဖွင့်ရန်
Unsaved changes,သိမ်းမထားသေးသော ပြောင်းလဲမှုများ
Unsupported OCR language,မထောက်ပံ့သော OCR ဘာသာစကား
Untitled,ခေါင်းစဉ်မပါ
Untranslated Terms,ဘာသာမပြန်ထားသေးသော စကားလုံးများ
Update,အပ်ဒိတ်လုပ်ရန်
UPDATE,အပ်ဒိတ်လုပ်ရန်
Update from collection,စုဆောင်းမှုမှ အပ်ဒိတ်
Update success,အပ်ဒိတ်အောင်မြင်ပါပြီ။
Updated,အပ်ဒိတ်လုပ်ထားသည်
Updated file,အပ်ဒိတ်လုပ်ထားသော ဖိုင်
Updated multiple entities,အဖွဲ့အစည်းများစွာကို အပ်ဒိတ်လုပ်ခဲ့သည်။
Updated permissions on entity,အဖွဲ့အစည်းပေါ်တွင် ခွင့်ပြုချက်များကို အပ်ဒိတ်လုပ်ခဲ့သည်။
Updated relationships,အပ်ဒိတ်လုပ်ထားသော ဆက်နွယ်မှုများ
Updated settings,အပ်ဒိတ်လုပ်ထားသော ဆက်တင်များ
Updated translations,အသစ်ပြင်ဆင်ထားသော ဘာသာပြန်ချက်များ
Updated user,အသစ်ပြင်ဆင်ထားသော အသုံးပြုသူ
Updating template properties across,ပုံစံ၏ ဂုဏ်သတ္တိများကို တစ်နေရာလုံးတွင် အပ်ဒိတ်လုပ်ခြင်း
Updating…,အပ်ဒိတ်လုပ်နေပါသည်…
Upload and select file,အပ်လုဒ်လုပ်ပြီး ဖိုင်ရွေးချယ်ရန်
Upload from computer,ကွန်ပျူတာမှ အပ်လုဒ်လုပ်ရန်
Upload image,ဓာတ်ပုံ တင်ပါ
Upload PDF,PDF အပ်လုဒ်လုပ်ရန်
Upload PDF(s) to create,PDF(များ) ဖန်တီးရန်အတွက် အပ်လုဒ်လုပ်ရန်
Uploaded attachment,တင်ထားသော ပူးတွဲဖိုင်
Uploaded custom file,စိတ်ကြိုက် ဖိုင်ကို တင်လိုက်ပါပြီ။
Uploaded document,တင်ထားသောစာရွက်စာတမ်း
Uploaded file,တင်ထားသော ဖိုင်
Uploading,အပ်လုဒ်လုပ်နေသည်
Uploading ...,အပ်လုဒ်လုပ်ဆဲ ...
Uploads,အပ်လုဒ်များ
URL,URL
Use,အသုံးပြုရန်
Use as filter,စစ်ထုတ်အဖြစ် အသုံးပြုပါ
Use for training,လေ့ကျင့်ရန် အသုံးပြုပါ
"Use this iframe on external sites. Change the locale query parameter in the URL if
                needed.",ဤ iframe ကို ပြင်ပဆိုဒ်များတွင် အသုံးပြုပါ။ လိုအပ်ပါက URL တွင် locale query parameter ကို ပြောင်းလဲပါ။
Use URL,URL ကို အသုံးပြုပါ
Used in templates and {n} refs — cannot delete,ပုံစံများနှင့် {n} ကိုးကားချက်များတွင် အသုံးပြုသည် — ဖျက်၍ မရနိုင်ပါ။
Used in templates — cannot delete,ပုံစံများတွင် အသုံးပြုထားသည် — ဖျက်၍ မရနိုင်ပါ။
Used in {n} refs — cannot delete,{n} ကိုးကားချက်များတွင် အသုံးပြုထားသည် — ဖျက်၍ မရနိုင်ပါ။
User,အသုံးပြုသူ
User Action,အသုံးပြုသူ လုပ်ဆောင်ချက်
User Role,အသုံးပြုသူ အခန်းကဏ္ဍ
User updated,အသုံးပြုသူ ပြင်ဆင်ထားသည်
Username,အသုံးပြုသူ အမည်
Username is required,အသုံးပြုသူ အမည် လိုအပ်သည်
Username is too long,အသုံးပြုသူအမည် ရှည်လွန်းသည်
Username is too short,အသုံးပြုသူအမည် တိုလွန်းသည်
"Username, email or group",အသုံးပြုသူအမည်၊ အီးမေးလ် သို့မဟုတ် အုပ်စု
Usernames cannot have spaces,အသုံးပြုသူအမည်များတွင် အကွာအဝေးများ မထည့်နိုင်ပါ။
Users,အသုံးပြုသူများ
Users & Groups,အသုံးပြုသူများနှင့်အုပ်စုများ
Using Authenticator,Authenticator ကို အသုံးပြုခြင်း
Using URLs,URL များကို အသုံးပြုခြင်း
Uwazi,Uwazi
Uwazi Docs,Uwazi Docs
Uwazi is developed by,Uwazi ကို တီထွင်ရေးသားသူမှာ
Uwazi UI,Uwazi UI
Validating,အတည်ပြုခြင်း
Validating file structure and headers.,ဖိုင်ဖွဲ့စည်းပုံနှင့် ခေါင်းစီးများကို အတည်ပြုခြင်း။
Value,တန်ဖိုး
Value cannot be transformed to the correct type,တန်ဖိုးကို မှန်ကန်သော အမျိုးအစားသို့ ပြောင်းလဲ၍ မရနိုင်ပါ။
values,တန်ဖိုးများ
"values are staged, not saved",တန်ဖိုးများ စောင့်ဆိုင်းနေဆဲဖြစ်ပြီး သိမ်းဆည်းမထားသေးပါ။
Verify,မှန်ကန်ကြောင်း စစ်ဆေးရန်
Verifying...,မှန်ကန်ကြောင်း စစ်ဆေးဆဲ...
via,မှတဆင့်
View,ကြည့်ရန်
view,ကြည့်ရန်
View entities,အဖွဲ့အစည်းများကို ကြည့်ရှုရန်
View entity,အဖွဲ့အစည်းကို ကြည့်ရန်
View in library,စာကြည့်တိုက်တွင် ကြည့်ရန်
View page,စာမျက်နှာ ကြည့်ရန်
Visibility,မြင်သာမှု
Visualization data updated from your collection.,သင့်စုဆောင်းမှုမှ ဒေတာကို မြင်ကွင်းဖော်ပြချက်အဖြစ် အပ်ဒိတ်လုပ်ထားသည်။
WARNING,သတိပေးချက်
Warning: you are editing multiple entities. Fields marked with a,သတိပေးချက်- သင်သည် ဖြည့်သွင်းချက်များစွာကို တည်းဖြတ်နေသည်။ ဤသို့ မှတ်သားထားသော အကွက်များတွင်
We can't find the page you're looking for.,သင်ရှာဖွေနေသည့် စာမျက်နှာကို မတွေ့နိုင်ပါ။
Welcome to Uwazi,Uwazi မှ ကြိုဆိုပါသည်
"Well, this is awkward...",အင်း၊ ဒါက ထူးဆန်းပါတယ်...
"When enabled, visitors must accept or reject non-essential cookies before they are set.
    Analytics and language preference cookies are blocked until accepted.","ဖွင့်ထားပါက ဧည့်သည်များသည် မလိုအပ်သော ကွတ်ကီးများကို သတ်မှတ်မပြုမီ လက်ခံ သို့မဟုတ် ငြင်းပယ်ရမည်။
    ခွဲခြမ်းစိတ်ဖြာခြင်းနှင့် ဘာသာစကားရွေးချယ်မှု ကွတ်ကီးများကို လက်ခံသည်အထိ ပိတ်ဆို့ထားသည်။"
Whitelisted templates,အဖြူစာရင်းဝင် ပုံစံများ
wildcard,ဝိုင်လ်ဒ်ကတ်
wildcard (many chars),ဝိုင်လ်ဒ်ကတ် (အက္ခရာများစွာ)
wildcard (one char),ဝိုင်လ်ဒ်ကတ် (တစ်အက္ခရာ)
"Will attempt to fill the container, using its entire width. In cards, cropping is likely to occur.",ကွန်တိန်နာကို ၎င်း၏ အကျယ်တစ်ခုလုံးဖြင့် ဖြည့်ရန် ကြိုးစားမည်။ ကတ်များတွင် ဖြတ်တောက်ခြင်း ဖြစ်နိုင်သည်။
will be updated with the same value.,တူညီသော တန်ဖိုးဖြင့် အပ်ဒိတ်လုပ်ပါမည်။
Will show the entire media inside the container.,ကွန်တိန်နာအတွင်းရှိ မီဒီယာအားလုံးကို ပြသမည်။
with,ဖြင့်
With great power comes great responsibility!,လုပ်ပိုင်ခွင့်ကြီးလျှင် တာဝန်ပိုကြီးသည်!
wom?n,wom?n
x,အက်စ်
x less,x လျော့
x more,x ပို
Year,နှစ်
Yes,ဟုတ်ကဲ့
You can add one or many items in this form.,ဤဖောင်တွင် ပစ္စည်းတစ်ခု သို့မဟုတ် အများအပြား ထည့်နိုင်သည်။
You can also enter this secret key into your Authenticator app.,သင်သည် Authenticator အက်ပ်တွင်လည်း ဤလျှို့ဝှက်ကုဒ်ကို ထည့်သွင်းနိုင်ပါသည်။
You can create metadata templates in,သင်သည် ဤနေရာတွင် မီတာဒေတာ ပုံစံပြားများကို ဖန်တီးနိုင်သည်
"You can embed advanced components like maps, charts and entity lists in your page.",သင်သည် သင့်စာမျက်နှာတွင် မြေပုံများ၊ ဂရပ်ဇယားများနှင့် အဖွဲ့အစည်းစာရင်းများကဲ့သို့ တိုးတက်မြင့်မားသော အစိတ်အပိုင်းများကို ထည့်သွင်းနိုင်သည်။
You do not have write permission on all entities,သင်တွင် အဖွဲ့အစည်းအားလုံးတွင် ရေးခွင့် မရှိပါ။
You have unsaved changes. Discard them? This action cannot be undone.,သင်တွင် သိမ်းဆည်းမထားသေးသော ပြင်ဆင်ချက်များ ရှိသည်။ ဖျက်ပစ်မလား။ ဤ လုပ်ဆောင်ချက်ကို ပြန်မလုပ်နိုင်ပါ။
You have unsaved changes. Do you want to continue?,သင်တွင် သိမ်းဆည်းမထားသေးသော ပြောင်းလဲမှုများ ရှိနေပါသည်။ ဆက်လက်လိုပါသလား။
You should activate this feature for enhanced account security,အကောင့် လုံခြုံရေး ပိုမိုကောင်းမွန်စေရန် ဤအပြင်အဆင်ကို သင် သက်ဝင်လုပ်ဆောင်သင့်သည်
You should activate this feature for enhanced account security.,အကောင့်လုံခြုံရေးကို ပိုမိုကောင်းမွန်စေရန် ဤအင်္ဂါရပ်ကို ဖွင့်ထားသင့်သည်။
You won't be able to save an entity if this property is empty.,ဤဂုဏ်သတ္တိသည် ဗလာဖြစ်နေပါက အဖွဲ့အစည်းကို သိမ်းဆည်း၍ မရနိုင်ပါ။
You're all caught up,သင် လုပ်ဆောင်စရာ အားလုံး ပြီးသွားပါပြီ။
Your account's security is enhanced with two-factor authentication.,သင့်အကောင့်၏လုံခြုံရေးကို နှစ်ဆအတည်ပြုစနစ်ဖြင့် ပိုမိုတိုးမြှင့်ထားသည်။
Z → A,Z သို့ A
Zoom in,ချုံ့သည်
Zoom in library view,စာကြည့်တိုက် မြင်ကွင်းကို ချုံ့သည်
Zoom out,ချဲ့သည်
Zoom out library view,စာကြည့်တိုက် မြင်ကွင်းကို ချဲ့သည်
